player,pos,handle,tweet
John Kelly,RB,RndmForestRunnr,"With the news coming out of Texas w/ at least 19 kids killed in yet another school shooting, it's hard today for me to focus on urgent climate issues that could kill our planet in years, when I'm packing to move our kids to US schools where they could be killed in seconds. (2/13)"
John Kelly,RB,RndmForestRunnr,"I was planning on once again tweeting @Ultra_Damo-like tweets while @Ultra_Damo is unable to tweet them because he's out on the Pennine Way chasing virtual me (https://t.co/ETzmN0kQW5). But instead, rant incoming. (1/13)"
John Kelly,RB,RndmForestRunnr,"Part of the fun of FKTs, or really any time on any established route, is seeing other people take them on. ""Only Known Times"" are amazing adventures that allow us to fully realize our individual passions, but there's something uniquely exciting about... https://t.co/V9ijLWujkS"
John Kelly,RB,RndmForestRunnr,"@AnneInkyAnn I'll soon start getting the notifications of losing UK segments, with nothing I can do about it 😂"
Tom Kennedy,WR,tomaskenn,"A friend of mine saw Republican Congresswoman @Kat_Cammack and asked her to stop taking NRA money and do something about gun violence. Cammack just laughed and ignored her by looking at her phone.
https://t.co/b5Y4qPfFtP"
Tom Kennedy,WR,tomaskenn,"Ron DeSantis and fellow Republicans delivered handouts to the nursing home industry. That included extending protections from COVID related liability lawsuits and reducing the amount of resident care the facilities are required to provide to residents.
https://t.co/DH4cPCMg5U"
Tom Kennedy,WR,tomaskenn,"I went to get a haircut today at the same barbershop I’ve gone to for the last 5 years by Little Havana. They told me that their rent went up $18,000 a year and they are having trouble making ends meet. Working people are getting squeezed out of Miami.
https://t.co/MJ5xy8rFt1"
Tom Kennedy,WR,tomaskenn,Here is goofy GOP state rep. @AnthonySabatini liking memes about the Texas school shooting being a hoax. What a disgusting human being and worst part is that he will suffer no consequences. https://t.co/HcDty3Flg0
Tom Kennedy,WR,tomaskenn,"Republican @_KevinMarino participated in a violent protest at a Democratic party meeting in 2018, trapping people inside for over an hour as they banged on doors attempting to break them down. This is the unqualified guy who Trump endorsed for Miami-Dade county commission. https://t.co/QJ0Oxh981m"
Tom Kennedy,WR,tomaskenn,Always wanted to see Akira on the big screen and I just got to do that thanks to @gablescinema. https://t.co/fWskkDF3QK
Tom Kennedy,WR,tomaskenn,"My friend @danitheactivist saw @Kat_Cammack, one of the most hateful Republicans in Congress from Florida, and asked if she would stop taking NRA blood money and do something about the epidemic of gun violence in this country. Cammack did not say a word and walked away. Shameful. https://t.co/b5Y4qPfFtP"
Tom Kennedy,WR,tomaskenn,It’s been several days and Ron DeSantis still has not addressed the massacre in Texas and has not backtracked from his lunatic promise of enacting permit-less open carry gun laws in Florida.
Tom Kennedy,WR,tomaskenn,"Greg Abbott is being booed by Texans who are demanding action on gun violence from him.
https://t.co/tJ2hF7r7TR"
Tom Kennedy,WR,tomaskenn,"Reminder that Florida remains one of only 12 states refusing to expand Medicaid to cover adults with incomes below the poverty level, denying healthcare coverage to nearly 800,000 Floridians who need it."
Tom Kennedy,WR,tomaskenn,"Trump’s former chief of staff Mark Meadows burned papers in his office after meeting with a House Republican who was working to overturn the 2020 election.
https://t.co/Soo1OLYi38"
Tom Kennedy,WR,tomaskenn,"The chair of the Seminole County Republican Party was arrested in connection to an election fraud scheme involving fake candidates.
https://t.co/QzlD8N1xU6"
Tom Kennedy,WR,tomaskenn,An 11 year old had to smear blood all over herself and pretend to be dead while the shooter massacred a bunch of kids to survive. The fact that a bunch of pay to play politicians in the pocket of the NRA are still blocking any reform to deal with gun violence is disgusting.
Tom Kennedy,WR,tomaskenn,"Ted Cruz was confronted by a community member right after his appearance at the NRA convention. This is how you do it. No more polite conversation with pay to play politicians.
https://t.co/dwzvN73LHq"
Tom Kennedy,WR,tomaskenn,"Marco Rubio is a pay to play politician who has received $3,305,355 in campaign donations from the NRA. Floridians deserve so much better representation than a sell out who sells his soul to the highest bidder."
Tom Kennedy,WR,tomaskenn,"Ted Cruz was confronted last night.

“19 children died! That’s on your hands!“
https://t.co/XWyt1M7E1U"
Tom Kennedy,WR,tomaskenn,"A top official in the Miami Police Department has written a scathing four-page memo accusing Chief Manuel Morales of corruption, retaliation and a slew of unethical and “illegal” activities. It also says commissioners meddle with investigations.
https://t.co/xtzQ8q0aya"
Tom Kennedy,WR,tomaskenn,What are Republicans promising in the middle of soaring rent and housing prices for Floridians? A complete ban on abortion and permit-less open carry gun laws. This is how out of touch these far right extremists are to working people’s needs.
Tom Kennedy,WR,tomaskenn,"Massive crowd outside the NRA convention chanting “vote them out”
https://t.co/5W4BI5O6qS"
Tom Kennedy,WR,tomaskenn,"“Spending most of the year on culture war battles, the Republican-controlled Florida Legislature has done nothing to address soaring rents in the state, leaving millions of residents insecure about their housing.”
https://t.co/MJ5xy8rFt1"
Tom Kennedy,WR,tomaskenn,"South Dakota’s Republican Governor Kristi Noem just said this at the NRA convention:

“Now is not the time to quit. Now is the time to double down.""

The GOP is a death cult."
Tom Kennedy,WR,tomaskenn,Has Ron DeSantis said anything since the shooting in Texas? Has he backtracked yet from his lunatic promise of enacting permit-less open carry gun laws in Florida or is he still moving forward with that awful idea?
Tom Kennedy,WR,tomaskenn,"In Texas, it's illegal to own more than six dildos. They regulate sex toys more than guns. What an embarrassment."
Tom Kennedy,WR,tomaskenn,"If you are wondering why Marco Rubio reflexively is against any common sense gun reform it’s because he has taken $3,303,355 in campaign donations from the NRA. He is a pay to play politician and Floridians deserve better.
https://t.co/9cbHJKZibR"
Tom Kennedy,WR,tomaskenn,"Legislatures in 33 states are considering at least 229 bills that seek to politicize, criminalize, or interfere with elections. Democracy is in crisis.  
https://t.co/jIhuMvtehO"
Tom Kennedy,WR,tomaskenn,"42 billionaires worth a combined $275 billion are supporting Ron DeSantis campaign. Is it any surprise that since DeSantis became governor, Florida has given $5.7 billion from our tax dollars in corporate giveaways?
https://t.co/whp5jPv4EZ"
Tom Kennedy,WR,tomaskenn,The Republican solution to gun violence is to ramble incoherently about having “one door” in school. They ran out of all their other idiotic talking points they usually employ to divert attention. Morally and ideologically bankrupt.
Tom Kennedy,WR,tomaskenn,"If you are wondering why Marco Rubio is attacking the NBA because they advocated for ""common-sense gun laws"", it's because he is a pay to play politician who has gotten $3,303,355 in campaign donations from the NRA."
Tom Kennedy,WR,tomaskenn,"Wrote about how Viktor Orbán’s right-wing regime is serving as a model for U.S. conservatives and they don't even bother to hide it, as CPAC in Hungary shows.
https://t.co/nwN7TJgaeb"
Tom Kennedy,WR,tomaskenn,This is what the Republican U.S. Senate candidate in Georgia has to offer as a solution to gun violence. This is disqualifying. https://t.co/T2bw4EEyst
Tom Kennedy,WR,tomaskenn,Florida law enforcement has a dossier on me and a secret list of people they deem “associates” of mine because of political criticism of Ron DeSantis. We had another court hearing to get them to disclose this list.  How many tax dollars will be wasted trying to keep it a secret? https://t.co/iccQiHcykv
Tom Kennedy,WR,tomaskenn,"Here’s some of the money the NRA spent in 2018 to support Ron DeSantis.

Is it a surprise he hasn’t said anything about 19 kids being murdered in the Uvalde school shooting?

Or that he’s not backing down from his lunatic promise to enact permit-less open carry gun laws in FL? https://t.co/tqqbRZkzwQ"
Tom Kennedy,WR,tomaskenn,"Ron DeSantis has at least 42 billionaire donors. Is it any wonder he has given over $5.7 billion in corporate giveaways from our tax dollars whole Florida becomes the most unaffordable state in the country?
https://t.co/MonBDDq5lM"
Tom Kennedy,WR,tomaskenn,"Parents of children murdered in Texas were so upset police waited almost an hour to go inside the school while the shooter was inside, they considered going in themselves.

“Let’s just rush in because the cops aren’t doing anything they are supposed to.”
https://t.co/MeQlnsSlic"
Tom Kennedy,WR,tomaskenn,Republicans have become so unhinged and nonsensical that their new talking point to address school shootings in this country is to talk about having only “one door” for the whole school. Just goofy and idiotic stuff from a party that has nothing to offer to the public.
Tom Kennedy,WR,tomaskenn,"The NRA spent $1.8 million in 2018 to elect Ron DeSantis and Rick Scott.

Marco Rubio has received $3,305,355 in campaign donations from the NRA.

These pay for play politicians will always do whatever the NRA wants them to do."
Tom Kennedy,WR,tomaskenn,"Rick Scott invoked the fifth amendment 75 times when being deposed after committing the largest case of Medicare fraud in U.S. history and was fined $1.7 billion for it. Now he has proposed a plan to dismantle Social Security and Medicare.
https://t.co/7eFiIQFU3Q"
Tom Kennedy,WR,tomaskenn,Pretty wild to learn that police got into a firefight with the shooter right outside the school and they still allowed him to get inside and murder all those kids. Demolishes the already demolished myth of a “good guy with a gun” solution to gun violence.
Tom Kennedy,WR,tomaskenn,"The newly appointed Secretary of State by Ron DeSantis, who was photographed on a boat with a QAnon flag, won’t admit that Trump lost the 2020 election. This is the unhinged conspiracy theorist that DeSantis appointed to oversee elections in Florida.
https://t.co/sTEbq1nRel"
Tom Kennedy,WR,tomaskenn,"Ron DeSantis MUST back down from his insane promise to enact permit-free open carry gun laws in Florida.
https://t.co/bXqws7zhEG"
Tom Kennedy,WR,tomaskenn,"While Ron DeSantis focuses on banning books and promising idiotic and insane things like enacting open carry gun laws, Florida has become the least affordable nationwide, with out of control rent and home prices.
https://t.co/29cdx84ZMj"
Tom Kennedy,WR,tomaskenn,Has Ron DeSantis said anything about the shooting in Texas that left 19 children death? Any condolences at least? We need the press to ask him if he is backing down from his lunatic promise of enacting open carry gun laws in Florida.
Tom Kennedy,WR,tomaskenn,"At least 42 billionaires and members of billionaire families worth a combined $275 billion are supporting Ron DeSantis' campaign. Is it any wonder that DeSantis has given over $5.7 billion in corporate giveaways? He is a pay for play politician.
https://t.co/goanfQgHBD"
Tom Kennedy,WR,tomaskenn,"Marjorie Stoneman Douglas survivor Cameron Kasky asked Marco Rubio if he would stop taking money from the NRA. 

Watch what a sniveling coward Rubio is when trying not to give a straight answer. 

Pay for play Rubio has taken over $3,303,355 in campaign donations from the NRA. https://t.co/6jl8EteYHl"
Tom Kennedy,WR,tomaskenn,What does Randy Fine do after 19 children are murdered by senseless gun violence? He threatens the president of the U.S. because he wants more guns out there. This is the same guy who threatened to cut funding for the special olympics because he wasn’t invited to a fundraiser. https://t.co/xsJh6xnx6L
Tom Kennedy,WR,tomaskenn,"Marco Rubio has received $3,303,355 in campaign donations from the NRA and Ron DeSantis wants to enact open carry gun laws in Florida. Both of these corrupt, pay for play politicians dare to later call themselves “pro-life.” They are hypocrites."
Tom Kennedy,WR,tomaskenn,"Florida Republican leaders are signaling they’re open to a complete ban on abortions next year if the Supreme Court overturns Roe v. Wade. When they tell you who they are, believe them.
https://t.co/Tt2A3BpmV7"
Tom Kennedy,WR,tomaskenn,"Pay for play Senator Marco Rubio has gotten $3,303,355 in donations from the NRA."
Tom Kennedy,WR,tomaskenn,"Reminder to folks that Ron DeSantis promised a permitless carry, or open carry, gun law. This is sheer insanity and must be stopped. We don't need any more senseless deaths.
https://t.co/aKNZAk82Q1"
Tom Kennedy,WR,tomaskenn,I hope a journalist asks Ron DeSantis if he still wants to move forward with his lunatic proposal of allowing open carry in Florida.
Tom Kennedy,WR,tomaskenn,"Last week, Republicans in the U.S House of Representatives voted against funds to address the baby formula shortage and against addressing price gouging at the pump by oil companies making record profits."
Tom Kennedy,WR,tomaskenn,"The Chair of the Seminole County Republican Party in Florida, Benjamin Paris, has been arrested and charged in relation to election fraud involving fake candidates. Also arrested were a Republican political consultant and the fake candidate.
https://t.co/XEitHEMdBF"
Ko Kieft,TE,KoKieft,@MichGoldenLight following me is giving me serious FOMO not being in Minnesota for Memorial Day #MinnesotaMartini
Ko Kieft,TE,KoKieft,@WizardOfHaus @freelap Yes 👏👏👏
Mason Kinsey,WR,MasonKinsey87,My guy! Showing love to the Sham. https://t.co/yOfYL7HrLj
George Kittle,TE,gkittle46,@Pink rocks 🤘🏼 @BottleRockNapa
George Kittle,TE,gkittle46,@gjandrews @Patterdude @pitbull @codyontheradio @shakira No it’s not. Hips don’t lie
George Kittle,TE,gkittle46,@Patterdude @RobertJMolnar @pitbull @codyontheradio @ pit bull
George Kittle,TE,gkittle46,@49ers @TayborSnapping HBD🥳🥳
George Kittle,TE,gkittle46,@WWE @WWERollins HBD🥳🥳🥳
George Kittle,TE,gkittle46,@D7_Reed https://t.co/e2bEJZn60R
George Kittle,TE,gkittle46,@PardonMyTake @Billyhottakes @gregolsen88 @Visible How many emojis does he have
George Kittle,TE,gkittle46,@CamInman Can confirm 👀 https://t.co/pVphcENLyu
George Kittle,TE,gkittle46,"Protecting your screen is a must! The first NFL Disappearing Logo Glass Screen Protector protects your screen with @Screen_Skinz.
Where you at Faithful 👀 Lets Go Baby! #WeProtect #FTTB #Fevo https://t.co/f4OoKXHHna"
George Kittle,TE,gkittle46,@49ers HBD🥳🥳
George Kittle,TE,gkittle46,@MCU_Direct Need a jetski scene https://t.co/9oU8K0BjZt
George Kittle,TE,gkittle46,@AdrianColbert27 @dmainy_13 @49ersfangirl Thanks guys🤙🏻
George Kittle,TE,gkittle46,@49ersfangirl Woah. I was there
George Kittle,TE,gkittle46,@dawson_knox Fly private with @JoshAllenQB
George Kittle,TE,gkittle46,It’s wifeys birthday 🥳🥳🥳 @claire_kittle https://t.co/L0eJ7nRyd2
Jarvis Landry,WR,God_Son80,"“everybody trying to win so nobody cry when they lose you “ 

Good Morning !!!"
Jarvis Landry,WR,God_Son80,The Internet Funny 🤣🤣
Jarvis Landry,WR,God_Son80,https://t.co/jeOlNT3foD
Jarvis Landry,WR,God_Son80,"We Get 2 Things Everyday…. A Chance &amp; A Choice!!! 

Use Them Wisely🗣🗣 GOODMORNING"
Jarvis Landry,WR,God_Son80,"Salt and sugar look the same, be carful..

🗣 GoodMorning"
Jarvis Landry,WR,God_Son80,I’m sorry to all the families who lost a child in this tragedy.. I know so many people wish they can do more to prevent these cowardly acts. This country has been unstable for far to long!!!
Jarvis Landry,WR,God_Son80,"@Branden_Gilbert @JosinaAnderson @NFL Of course, but the question is do you/fans want to?"
Jarvis Landry,WR,God_Son80,@trai_turner SukaFree🗣🗣💎
Jarvis Landry,WR,God_Son80,"@JosinaAnderson @NFL As Pro Bowlers We Want To Enjoy Our Off Season And Get Back Healthy! Fans Wanting Something Better Than It’s Been The Last Few Years Is Complicated. The Risk Is Higher Than The Reward. Skills Challenge Showdown Still Happens, More Fan Engagement Events, And Week Ends W SeniorGame"
Jarvis Landry,WR,God_Son80,"@JosinaAnderson @NFL Everybody stay safe enjoy the pro bowl weekend with family and fans, and the fans get a real game with real emotion from the next group of rising stars!!! ☝🏾Coached by the stars of our league today 👀 along with NFC and AFC Coaches of that year!!"
Allen Lazard,WR,AllenLazard,Hometown goals #AtTheTop @IowaCubs https://t.co/aJT09YxeeD
Allen Lazard,WR,AllenLazard,Miami goin come back
Allen Lazard,WR,AllenLazard,"That’s love, Rob! #LivinLazish #AtTheTop https://t.co/mmathTkgOB"
Allen Lazard,WR,AllenLazard,"As we honor those who have paid the ultimate sacrifice in serving our country, I’m humbled to announce my new charity, At The Top for Vets 🇺🇸 Save The Date, Friday July 22nd and join me in supporting all veterans. More details to come. #ATTforVets https://t.co/cOcY0IJiCj"
Allen Lazard,WR,AllenLazard,Popping your ears after a flight
Allen Lazard,WR,AllenLazard,#AtTheTop https://t.co/NtPeNCIkFV
Allen Lazard,WR,AllenLazard,"@MickFreyermuth Thanks, Mick!"
Allen Lazard,WR,AllenLazard,See you in 10min! https://t.co/0mrPVhOKdt
Marcedes Lewis,TE,MarcedesLewis89,@CJMcCollum 🚀🚀
Marcedes Lewis,TE,MarcedesLewis89,The opportunity to break the guy across from me every Sunday .. play after play .. the real secret to my longevity in this great league. It’s an addiction. Grateful for the indulgence.
Marcedes Lewis,TE,MarcedesLewis89,@JimmySpencer Happy earth day bro 💫
Isaiah Likely,TE,DaGorilla4,@tarron_jackson @_LaqaviousPaul @jgunter94 Yessirki
Phillip Lindsay,RB,I_CU_boy,We can’t even send our kids to school without Worrying if they’re going to come home… Sick World!!
Tyler Lockett,WR,TDLockett12,I’m sorry for your loss bro https://t.co/t2KDm8T5iO
Tyler Lockett,WR,TDLockett12,Spending time with myself is something that is much needed. Gotta start paying myself more attention!
Tyler Lockett,WR,TDLockett12,Yessir!! That looks nice!! https://t.co/2Azo1jBm8u
Tyler Lockett,WR,TDLockett12,As I get older I gotta be more mindful of protecting my peace
Tyler Lockett,WR,TDLockett12,😂😂😂😂 https://t.co/DU1iKQfMri
Tyler Lockett,WR,TDLockett12,Yessir DB!!!! https://t.co/fvjheXg2SD
Tyler Lockett,WR,TDLockett12,Thank you so much!! I’m truly grateful  to be apart of the feature! https://t.co/o1xKmkH1zn
Tyler Lockett,WR,TDLockett12,Sounds to me like you have an opinion about me that isn’t true. Buy your entitled to your own opinion and how you feel about me https://t.co/LFvJ9lUShD
Tyler Lockett,WR,TDLockett12,Smh https://t.co/GOtwi9Y7zj
Tyler Lockett,WR,TDLockett12,You can’t fight experience with opinions. Everybody got an opinion until they get faced with experiences. Until it hits close to home sadly some people just won’t care.
Tyler Lockett,WR,TDLockett12,But does it keep me safe when the nfl season is over. When people don’t know who I am. I got harassed some weeks ago but maybe it would’ve been different if they knew I was an NFL player huh? https://t.co/brbG5A0xcw
Tyler Lockett,WR,TDLockett12,Maybe it’s me but I think there’s more ways to protect people than guns. Cause it just seems like guns are the root of most of our problems in the U.S. https://t.co/cZuU08x2s3
Tyler Lockett,WR,TDLockett12,How can you say care about all life when innocent people are dying and the people in power do nothing except say we need more guns in the hands of people. https://t.co/BrXr84RiTQ
Tyler Lockett,WR,TDLockett12,I’m really at a loss for words. There’s so much justice that needs to be done in Oklahoma. Meanwhile the state is focusing on things like this. https://t.co/6UaLdtkJMS
Tyler Lockett,WR,TDLockett12,Appreciate it brodie!! https://t.co/SFyTVqTew7
Tyler Lockett,WR,TDLockett12,What’s crazy bro is as black people we fear for our lives every single day. Checking our surroundings 24/7 observing everything because we never know how people feel towards us as black people https://t.co/m4WJM8OB7D
Tyler Lockett,WR,TDLockett12,Man RIP. Prayers for John Thompson’s family https://t.co/dzqJ2LKnUW
Tyler Lockett,WR,TDLockett12,Wowwwwwwwwwwwwww lol https://t.co/tWKRSDQPEV
Tyler Lockett,WR,TDLockett12,God gets all the glory!! Still  bringing awareness! Still have to fight for those who deserve justice and reparations. The city of Tulsa Oklahoma has to step up and do what’s right. No more sweeping it under the rug https://t.co/40gYlBLytO
Tyler Lockett,WR,TDLockett12,The people of this country should make these decisions not just the people in power.
Tyler Lockett,WR,TDLockett12,And each law can be challenged once while the same people are in office. And once we get new people in office new laws can be given that would require the country to vote again.
Tyler Lockett,WR,TDLockett12,I feel like anytime the people in power want to create new laws. The entire country should be able to vote on it. Not just the people in power. The same way people get voted in should be the same way every law gets passed.
Tyler Lockett,WR,TDLockett12,Man read my other tweets instead of just this one https://t.co/dYOk3kTxb6
Tyler Lockett,WR,TDLockett12,Bro. It’s peoples hearts that need to be changed. Yes we all gotta do better voting. Yes we want people in the office who care. But we gotta get to the root of the problem. https://t.co/Kf40WdceBx
Tyler Lockett,WR,TDLockett12,It just seems like the people in power are basically just saying sorry but their not going to do anything to change what’s been going on.
Tyler Lockett,WR,TDLockett12,Prayers to the family members and everyone that has to experience this tragedy. It’s really sad and we have to do better.
Tyler Lockett,WR,TDLockett12,Are there any consequences for people who make these laws and refuse to do anything to change them? It just seems like the people who create these laws and regulations do so without having to face any type of consequences. Just a thought
Tyler Lockett,WR,TDLockett12,Well @QuikTrip looks like we need to put a Quik Trip at K-State!! What do you say!!!! https://t.co/GgyfACvzSJ
Tyler Lockett,WR,TDLockett12,First college touchdown!!!! https://t.co/4K4srMcRjV
John Lovett,FB,jonlovett,@MadeTrade8 @CrookedMedia @MrNishKumar Six. Not bad. Let me know if you want tickets to come to an actual show where you can rate in person. Thank you.
John Lovett,FB,jonlovett,https://t.co/4NO3yJiwoK https://t.co/BzZoWAhRBu
John Lovett,FB,jonlovett,"HEY LA. Great show tonight at @JoinTheDynasty with @LangstonKerman @MrNishKumar Ryan O'Connell and @kelcripe. Come say. hi.
  https://t.co/LeyNGOXKx6"
John Lovett,FB,jonlovett,An incredible show coming soon from your friends at Crooked. https://t.co/2k8XyWOGMT
John Lovett,FB,jonlovett,He couldn’t find a way to ooze around the question. https://t.co/YluzN4VSam
John Lovett,RB,jonlovett,@MadeTrade8 @CrookedMedia @MrNishKumar Six. Not bad. Let me know if you want tickets to come to an actual show where you can rate in person. Thank you.
John Lovett,RB,jonlovett,https://t.co/4NO3yJiwoK https://t.co/BzZoWAhRBu
John Lovett,RB,jonlovett,"HEY LA. Great show tonight at @JoinTheDynasty with @LangstonKerman @MrNishKumar Ryan O'Connell and @kelcripe. Come say. hi.
  https://t.co/LeyNGOXKx6"
John Lovett,RB,jonlovett,An incredible show coming soon from your friends at Crooked. https://t.co/2k8XyWOGMT
John Lovett,RB,jonlovett,He couldn’t find a way to ooze around the question. https://t.co/YluzN4VSam
Marlon Mack,RB,Marlon_Mack25,😂😂😂 https://t.co/Z5XHPEAlrw
Marlon Mack,RB,Marlon_Mack25,🙏🏾🙏🏾🙏🏾 https://t.co/CbRnY7fPiU
Patrick Mahomes,QB,PatrickMahomes,Round 2! 🤍 @BrittanyLynne https://t.co/QrkECqGyka
Patrick Mahomes,QB,PatrickMahomes,Craziest part about this was dude acted like this was normal after he caught it…@_jross8 https://t.co/KuJ4a8DEPu
Patrick Mahomes,QB,PatrickMahomes,😂😂😂😂😂 https://t.co/MkBN2HRTz6
Patrick Mahomes,QB,PatrickMahomes,"Not going to lie pretty impressive… too bad you wasted it a week early…., https://t.co/Xrc085lrLR"
Patrick Mahomes,QB,PatrickMahomes,Has to stop man…… prayers to all the families in Texas 🙏🏽
Josh Malone,WR,Joshua_Malone,And dinosaurs. Don't forget the dinosaurs 🦖🦕 https://t.co/aVEjCFGEoj
Josh Malone,WR,Joshua_Malone,"@DaysTilDominion What channel, so they can be blocked?"
Josh Malone,WR,Joshua_Malone,@JurassicSouls 👏👏👏👏👏
Josh Malone,WR,Joshua_Malone,"@OfficiallyEmi FR. I just earned enough Dr. Pepper points for a free ticket and was like ""Oh good, my next one will be free"" 🤣"
Josh Malone,WR,Joshua_Malone,"Nabbed a few, and there's still two I'd like to get my hands on but if I can't it's not the end of the world as the new #HammondCollection will surely have versions of them eventually! Still hoping for a screen accurate Echo from @Mattel's HC! https://t.co/KViXGsoDSB https://t.co/MrQfd8aLZV"
Josh Malone,WR,Joshua_Malone,@CalebComposed @UniStudios @collectjurassic @JurassicParkPod @JurassicOutpost 😍
Josh Malone,WR,Joshua_Malone,@Polarize_Cos I need #huttslutts on a shirt
Josh Malone,WR,Joshua_Malone,@SpectroMattic 🥺👉👈
Josh Malone,WR,Joshua_Malone,@MichaelGavilan Oh hell yeah!!!
Josh Malone,WR,Joshua_Malone,Trespasser: remastered &amp; expanded/completed https://t.co/Si6r4l6BnQ
Josh Malone,WR,Joshua_Malone,"@christopherrip See, I get way more Hellraiser vibes 👀"
Josh Malone,WR,Joshua_Malone,"@CastCretaceous I know I'm a monster for this, but I think it adds so much weight to the drama of it all. I forgave it long ago and consider it one of the biggest daring moves in cinema"
Josh Malone,WR,Joshua_Malone,@Mekheri @YourMommaTrex @ChinaGlaze @JurassicWorld https://t.co/P2eyO3r4mR
Josh Malone,WR,Joshua_Malone,"@Lord_Kristine I feeeeeeel like it's this one

https://t.co/vpiRgJqi9n"
Josh Malone,WR,Joshua_Malone,@OfficiallyEmi RIGHT. Snatched it really cheap. We'll see how it looks when it gets here 👀
Josh Malone,WR,Joshua_Malone,@OfficiallyEmi https://t.co/AmXUZmtLBP
Josh Malone,WR,Joshua_Malone,@Lord_Kristine I'll have to check to see whaaaat the show is cause I can't remember. I can't remember if it was Face/Off or a show like FO where they designed sets. It was waaay back in my college years 😅
Josh Malone,WR,Joshua_Malone,👀 https://t.co/LCmf0pPUbX
Josh Malone,WR,Joshua_Malone,@Lord_Kristine It makes me think of this one episode of a show where they had to create a realistic crime scene and only one person did it well without overdoing the blood or insane splatters but also making it look chilling
Josh Malone,WR,Joshua_Malone,@JurassicSouls IT'S GONNA BE SO MUCH FUN
Josh Malone,WR,Joshua_Malone,The main menu music from @JW_Evolution 2 https://t.co/Y1FEXINDX0
Josh Malone,WR,Joshua_Malone,@NikoVelazquez27 What the absolute fuck
Josh Malone,WR,Joshua_Malone,@genozoic @YourMommaTrex See *I* got more Hellraiser/Cenobite vibes personally- but NoES still fits!! Love good spooky fever dream body horror
Josh Malone,WR,Joshua_Malone,@JurassicSouls WELL SAID
Josh Malone,WR,Joshua_Malone,@bdh_fanart @dobrewski @UniversalFR This 🥺 It gets frustrating and disheartening
Josh Malone,WR,Joshua_Malone,@jackdelamare @amblin @JurassicWorld @Dreamworks @netflix 1000x this!!!
Josh Malone,WR,Joshua_Malone,"We are just 11 DAYS away from #DinosaursAreUniversal, &amp; the release of #JurassicWorldDominion !!

So excited to gather with Jurassic fans &amp; celebrate this franchise in the best place imaginable- Jurassic Park at @UniversalORL's Islands of Adventure!

https://t.co/OvahjeI6cV https://t.co/hc9vxkSqH5"
Josh Malone,WR,Joshua_Malone,@OfficiallyEmi 🥺🖤🖤🖤🖤🖤
Josh Malone,WR,Joshua_Malone,@colintrevorrow 🥺🙌🙌🖤
Josh Malone,WR,Joshua_Malone,@MichaelGavilan YESSSSS
Josh Malone,WR,Joshua_Malone,The fact that the Monarch special season thing in MW is over already is a significant bummer.
Josh Malone,WR,Joshua_Malone,@JurassicSouls https://t.co/QiZiLMQBMt
Josh Malone,WR,Joshua_Malone,"@bdh_fanart Boo, I'm 30 and I want all of it 😅😍"
Josh Malone,WR,Joshua_Malone,And when I say outsold I mean @IDWPublishing's Jurassic Park: Redemption issue #1 was the top selling issue the month of it's release and needed a second printing. People were excited by it
Josh Malone,WR,Joshua_Malone,"THIS. 
JP: Redemption, for as bad as it was, still outsold DC and Marvel issues upon release. Now imagine a Jurassic series with an actual good story and good art 👀 https://t.co/tAKzD7Daui"
Josh Malone,WR,Joshua_Malone,"@DTDB35 @jackdelamare 100%. Give it a good writing and art team and it'd be 🤌 
Redemption was bad, no doubt. But when it was released, issue 1 outsold everything else on that release day. DC and Marvel included 🤷🏼"
Josh Malone,WR,Joshua_Malone,@DeviouslyDoomed HAPPY BIRTHDAY!!!
Josh Malone,WR,Joshua_Malone,@CynicalKM This is one of the new treat options at the new @UniversalORL Tribute Store
Josh Malone,WR,Joshua_Malone,@Chainsaws_R_Us @popcxrnfuneral Wish I could've witnessed 🤌🖤
Josh Malone,WR,Joshua_Malone,@Chainsaws_R_Us @popcxrnfuneral 🙌🙌🙌🤣🖤🖤🖤🖤🖤🖤
Josh Malone,WR,Joshua_Malone,The cure for any sadness- dinosaurs and cake. https://t.co/52PkZufa8Y
Josh Malone,WR,Joshua_Malone,@movieposterguy @LilNasX @billyraycyrus 😍😍🙌🙌🙌
Josh Malone,WR,Joshua_Malone,"Same vibes 🥲 It always gives my heart a pang of jealousy seeing other franchise's get these super expansive and elaborate expanded universes in different formats. There's so much possibility with Jurassic, we've barely scratched the surface. https://t.co/utiuQT70TS https://t.co/QYUVOE3TzI"
Josh Malone,WR,Joshua_Malone,@Chainsaws_R_Us 🥺🖤🖤🖤🖤🖤
Josh Malone,WR,Joshua_Malone,@cryptigutz https://t.co/yEYf0pp974
Josh Malone,WR,Joshua_Malone,@Cretaceous_Dave YUS
Josh Malone,WR,Joshua_Malone,@ToTheUncharted @Antrodemus NOPE lol xD
Josh Malone,WR,Joshua_Malone,@movieposterguy @Target @JurassicWorld Need that glow throw and that projection light!!
Josh Malone,WR,Joshua_Malone,😭🙌 https://t.co/Fs6FL7PzAQ
Josh Malone,WR,Joshua_Malone,@Cretaceous_Dave @JurassicSouls 1000% agreed
Josh Malone,WR,Joshua_Malone,This kills me 🤣 https://t.co/haFKwQaZwn
Josh Malone,WR,Joshua_Malone,@SteveBrusatte @MikeTharme @LauraDern To say I'm jealous is an understatement! This is AWESOME 🙌🙌🙌
Josh Malone,WR,Joshua_Malone,@ant_likethebug 🥺🥺
